timestamp,open,close,high,low,volume
1734112800000,101737.88,101495.91,101895.26,101293.14,1655.90604
1734116400000,101495.92,101462.34,101617.65,101205.88,980.79695
1734120000000,101462.34,101680.0,101879.98,101227.97,1230.46768
1734123600000,101680.01,101303.64,101691.46,101250.09,699.51818
1734127200000,101303.63,101227.28,101407.99,101090.9,406.27702
1734130800000,101227.28,101424.25,101529.42,101139.88,843.63925
1734134400000,101424.24,101301.07,101519.42,101148.35,468.18694
1734138000000,101301.07,102145.28,102650.0,101301.07,2528.31652
1734141600000,102145.28,102032.61,102279.43,101668.45,698.88108
1734145200000,102032.61,102088.0,102344.0,102022.39,406.92709
1734148800000,102088.0,101681.81,102138.0,101590.9,636.87362
1734152400000,101681.82,101722.8,101816.71,101632.0,439.71251
1734156000000,101722.79,101906.05,102000.0,101690.37,572.18592
1734159600000,101906.06,101824.0,101923.99,101596.43,706.73681
1734163200000,101824.0,101803.03,101863.64,101578.58,319.99027
1734166800000,101803.04,101551.28,101803.04,101478.05,327.22429
1734170400000,101551.29,101550.58,101602.31,101321.0,371.42714
1734174000000,101550.59,101583.99,101697.5,101464.92,227.39658
1734177600000,101584.0,101297.96,101647.06,101241.26,590.74082
1734181200000,101297.96,101170.05,101411.63,100826.38,1220.28333
1734184800000,101170.04,101434.3,101536.0,101163.64,526.12869
1734188400000,101434.3,101625.12,101742.43,101342.71,400.83121
1734192000000,101625.12,101650.76,101650.77,101420.01,412.87893
1734195600000,101650.77,100988.0,101737.7,100860.0,798.14281
1734199200000,100988.01,100895.98,101175.75,100831.63,659.88076
1734202800000,100895.99,101313.54,101411.77,100872.38,442.94587
1734206400000,101313.54,100760.0,101409.92,100609.41,528.13263
1734210000000,100760.0,101074.68,101187.03,100760.0,300.55759
1734213600000,101074.68,101117.63,101259.25,100895.53,292.13848
1734217200000,101117.64,101420.0,101499.08,101045.45,315.18337
1734220800000,101420.0,101442.42,101558.83,101237.14,313.78863
1734224400000,101442.41,102134.48,102196.97,101424.01,1458.80477
1734228000000,102134.48,101831.15,102155.28,101775.88,728.33298
1734231600000,101831.16,101733.82,101931.73,101722.31,216.32352
1734235200000,101733.83,102366.17,102850.0,101733.82,1788.48948
1734238800000,102366.17,102159.29,102511.81,102107.92,485.39491
1734242400000,102159.29,101759.8,102169.9,101759.8,417.41142
1734246000000,101759.81,101732.09,101941.18,101534.01,399.71077
1734249600000,101732.09,102015.15,102015.16,101581.07,434.85636
1734253200000,102015.15,102264.34,102270.95,101919.6,361.99787
1734256800000,102264.34,102280.0,102450.22,102147.58,390.62989
1734260400000,102280.01,102671.44,102691.01,102228.01,613.11003
1734264000000,102671.44,102946.54,103359.97,102533.33,2308.19851
1734267600000,102946.55,102784.65,102987.43,102473.01,917.26646
1734271200000,102784.65,102994.37,103061.88,102622.99,988.69088
1734274800000,102994.37,102704.01,103039.99,102704.0,704.04111
1734278400000,102704.0,103127.08,103490.0,102583.65,1092.30198
1734282000000,103127.08,103164.0,103368.19,102978.93,493.45924
1734285600000,103164.01,103204.0,103358.89,102984.58,381.5582
1734289200000,103203.99,103252.95,103455.0,103178.47,474.6008
1734292800000,103252.96,103144.83,103404.16,103066.67,421.52166
1734296400000,103144.83,102859.06,103197.67,102634.25,733.51731
1734300000000,102859.05,103277.32,103385.8,102621.5,752.53486
1734303600000,103277.31,104463.99,105250.0,103246.07,5352.380135
1734307200000,104463.99,105444.95,106648.0,104324.5,4439.214326
1734310800000,105444.95,105531.99,105591.58,104979.39,1469.85302
1734314400000,105532.0,104585.32,105640.0,104446.28,1719.94162
1734318000000,104585.32,104582.28,105000.0,104259.48,1174.83928
1734321600000,104582.28,104686.15,104805.22,104469.89,650.79766
1734325200000,104686.15,105028.0,105064.0,104482.46,781.51923
1734328800000,105028.01,105149.98,105373.76,104956.0,971.06116
1734332400000,105149.98,104992.79,105420.76,104900.0,679.89461
1734336000000,104992.79,104535.44,105016.85,104505.22,713.40126
1734339600000,104535.44,104676.72,104942.48,104500.46,767.27443
1734343200000,104676.73,104684.99,104722.1,104350.01,993.28252
1734346800000,104684.98,103757.99,104836.36,103625.78,1498.30185
1734350400000,103758.0,103656.02,104145.9,103333.0,1555.92886
1734354000000,103656.02,103908.02,104138.99,103484.51,1256.73983
1734357600000,103908.03,105487.0,106000.0,103879.25,3025.52605
1734361200000,105487.01,106332.01,106499.99,105253.46,3451.11467
1734364800000,106332.0,106824.95,107195.58,106140.0,3224.840458
1734368400000,106824.94,107078.55,107195.0,106693.26,2075.56347
1734372000000,107078.55,107078.6,107793.07,106882.47,3417.436286
1734375600000,107078.6,106583.12,107078.61,105797.41,3277.26405
1734379200000,106583.13,105808.36,106648.48,105762.56,1901.28728
1734382800000,105808.36,106057.77,106274.9,105688.93,880.5882
1734386400000,106057.78,105815.99,106301.59,105721.39,620.69466
1734390000000,105816.0,106058.66,106064.0,105480.02,756.03796
1734393600000,106058.65,105856.51,106244.4,105657.34,1086.89201
1734397200000,105856.51,106376.0,106469.29,105744.62,1112.03906
1734400800000,106376.01,106269.14,106590.55,106197.74,804.33118
1734404400000,106269.15,106866.49,107000.0,106240.5,879.61902
1734408000000,106866.5,106500.77,106866.5,106412.99,533.2583
1734411600000,106500.77,106817.43,106823.28,106448.0,576.75389
1734415200000,106817.44,106549.98,106845.0,106368.45,543.19883
1734418800000,106549.99,106805.75,107143.29,106478.0,1284.61121
1734422400000,106805.75,107406.61,107550.02,106753.53,1330.80553
1734426000000,107406.61,107306.03,107474.1,107130.0,693.66559
1734429600000,107306.03,107209.67,107343.82,106897.44,792.66466
1734433200000,107209.67,106808.31,107329.49,106708.86,805.81206
1734436800000,106808.31,107136.01,107177.55,106534.29,997.93197
1734440400000,107136.01,107298.42,107620.09,106981.06,795.32765
1734444000000,107298.42,108258.39,108353.0,107056.13,2997.397586
1734447600000,108258.38,106478.47,108258.38,105725.99,4148.52325
1734451200000,106478.48,107075.72,107100.86,106148.0,1719.4703
1734454800000,107075.73,107506.37,107617.12,106713.96,1501.46563
1734458400000,107506.37,106551.89,107633.0,106410.55,1312.39668
1734462000000,106551.89,106475.89,106986.44,106216.06,1342.0232
1734465600000,106475.89,106732.98,106903.99,106156.22,1003.81925
1734469200000,106732.98,106411.54,106799.18,106236.53,442.63546
1734472800000,106411.53,105972.01,106419.38,105321.49,1143.43647
1734476400000,105972.0,106133.74,106350.01,105550.0,1216.85768
1734480000000,106133.74,106098.93,106460.0,105620.03,999.41593
1734483600000,106098.92,105332.84,106524.98,104942.32,2375.39062
1734487200000,105335.23,105312.91,105651.88,105016.0,985.53584
1734490800000,105312.9,104763.98,105331.63,104581.58,1424.59685
1734494400000,104763.99,103868.01,104763.99,103516.98,2603.97627
1734498000000,103868.0,103572.17,104125.18,103276.0,1659.2154
1734501600000,103572.16,103794.65,104000.21,103137.82,1754.3718
1734505200000,103794.65,104250.75,104317.82,103702.32,1239.07366
1734508800000,104250.75,103805.43,104378.92,103729.18,707.25432
1734512400000,103805.42,104047.99,104435.0,103804.66,794.73016
1734516000000,104047.99,104531.03,104659.25,103984.0,547.48679
1734519600000,104531.03,105028.33,105033.33,104500.0,878.17039
1734523200000,105028.33,104920.01,105350.0,104687.44,1428.18959
1734526800000,104920.02,104580.58,105271.8,104532.01,888.4685
1734530400000,104580.57,104019.93,104860.66,103855.07,2756.64761
1734534000000,104019.94,104428.54,104569.41,103650.0,2169.56095
1734537600000,104428.54,104199.62,104474.14,103380.43,2165.97625
1734541200000,104199.63,104656.18,104819.83,103876.0,998.63962
1734544800000,104656.18,104808.99,104999.98,104150.01,1126.2738
1734548400000,104805.44,102817.82,104805.44,102817.82,4875.44811
1734552000000,102817.82,100846.67,102997.77,100303.72,10402.4441
1734555600000,100846.68,101010.55,101745.45,100481.81,3022.31056
1734559200000,101010.54,101152.45,101560.89,100648.99,1684.68673
1734562800000,101152.45,100204.01,101203.45,100000.0,2820.1337
1734566400000,100204.01,100831.16,100986.09,100128.0,2011.20722
1734570000000,100831.17,99768.97,100903.28,99605.98,1922.58004
1734573600000,99768.97,100534.56,100534.56,98802.0,4808.2326
1734577200000,100534.56,101193.15,101310.25,100456.0,2269.12938
1734580800000,101193.15,100671.62,101228.31,100629.99,834.9752
1734584400000,100671.62,101300.01,101415.25,100671.62,935.02447
1734588000000,101300.01,101200.01,101392.15,101015.44,712.40267
1734591600000,101200.01,101656.57,101727.28,101124.46,716.67385
1734595200000,101656.57,101640.4,101820.0,101380.1,745.8115
1734598800000,101640.4,101815.99,101873.08,101537.56,863.07944
1734602400000,101815.99,102409.34,102609.72,101758.19,1608.23665
1734606000000,102409.34,102449.99,102514.05,102176.38,857.73867
1734609600000,102450.0,101988.0,102559.21,101882.09,1055.08532
1734613200000,101987.99,101952.44,102216.07,101667.0,1706.53325
1734616800000,101952.44,100942.41,102800.11,100694.07,3192.18817
1734620400000,100942.41,100679.86,101063.38,99500.0,4543.00113
1734624000000,100679.86,100716.3,101200.0,99830.0,2127.60244
1734627600000,100716.3,98855.86,100748.87,97500.0,5111.98146
1734631200000,98855.86,98932.73,98952.73,96900.0,5024.54216
1734634800000,98932.72,97199.72,99064.06,96251.32,3592.37286
1734638400000,97199.72,96409.54,97312.0,95700.0,4430.95326
1734642000000,96409.55,97417.66,98090.9,95828.98,2612.13623
1734645600000,97417.66,98391.21,98500.0,97231.02,1990.04732
1734649200000,98391.21,97461.86,98400.01,97455.3,1475.86271
1734652800000,97461.86,97248.22,97814.09,96648.78,2526.33162
1734656400000,97248.22,96319.99,97542.68,96159.84,2512.42589
1734660000000,96319.99,97632.59,97731.91,96000.0,2632.07757
1734663600000,97632.59,97106.02,97784.81,96969.7,1041.19363
1734667200000,97106.02,97304.07,97838.98,96839.4,1275.17255
1734670800000,97304.07,96734.32,97491.95,96672.47,1339.46566
1734674400000,96734.33,97281.37,97303.99,96374.03,1663.60632
1734678000000,97281.38,97832.53,98233.0,97276.5,2593.15424
1734681600000,97832.52,95473.74,97864.91,95300.0,3437.65104
1734685200000,95473.74,94811.85,95738.79,94682.27,4514.51169
1734688800000,94811.85,94359.53,95114.71,94000.0,4759.81141
1734692400000,94359.54,92723.98,94749.92,92612.1,6297.21711
1734696000000,92723.99,93941.75,94244.0,92232.54,5424.78009
1734699600000,93941.74,95204.0,95803.57,93581.32,4179.24629
1734703200000,95204.0,95627.99,96235.29,94745.87,3245.11909
1734706800000,95628.0,96991.62,97572.0,95608.01,3494.16219
1734710400000,96991.63,96727.99,97700.0,96300.0,2894.1009
1734714000000,96728.0,97206.59,97375.45,96427.0,1735.72497
1734717600000,97206.6,96993.58,97308.39,96602.69,1216.44814
1734721200000,96992.26,97116.0,97748.0,96840.0,1339.74895
1734724800000,97116.0,96451.88,97232.0,96422.06,1354.12601
1734728400000,96451.88,96623.29,96647.36,95393.84,1604.6054
1734732000000,96623.29,97463.93,97513.0,96451.03,978.34197
1734735600000,97463.93,97805.44,97816.44,97389.38,825.11297
1734739200000,97805.44,97525.77,97813.59,97216.32,941.26945
1734742800000,97525.77,97357.23,97668.68,97198.76,939.899
1734746400000,97357.23,97396.0,97610.54,97188.09,507.91033
1734750000000,97396.0,97487.46,97487.47,97244.0,489.58985
1734753600000,97487.47,97588.0,97643.0,97378.5,424.52783
1734757200000,97588.0,98691.98,98692.0,97541.06,1167.51919
1734760800000,98691.98,98726.76,98837.49,98318.6,1768.19966
1734764400000,98726.76,99040.0,99540.61,98500.0,2107.7034
1734768000000,99040.0,98650.0,99187.95,98438.01,1024.17691
1734771600000,98650.0,98565.82,98686.77,98296.01,668.62346
1734775200000,98565.82,98131.22,98649.9,98043.12,904.66058
1734778800000,98131.22,98262.08,98424.77,97800.0,836.65859
1734782400000,98262.08,97131.99,98283.95,97105.26,1762.27838
1734786000000,97132.0,97344.54,97500.48,96398.39,2544.04817
1734789600000,97344.02,97083.11,97755.35,97069.4,968.11701
1734793200000,97083.11,97527.97,97719.86,97070.28,655.66124
1734796800000,97527.96,97292.0,97718.8,96951.41,1007.90405
1734800400000,97292.0,97595.28,97695.8,97035.58,805.82908
1734804000000,97595.29,97400.01,97723.18,97287.87,378.3964
1734807600000,97400.01,97269.03,97436.69,96819.36,741.60788
1734811200000,97269.03,97456.91,98057.51,97224.83,882.07806
1734814800000,97456.92,96892.0,97577.99,96539.91,703.06094
1734818400000,96892.0,97147.46,97399.99,96624.0,879.19206
1734822000000,97147.46,97291.99,97313.26,96900.0,374.62991
1734825600000,97292.0,97253.01,97448.08,97052.0,422.37636
1734829200000,97253.01,97060.01,97432.69,96720.0,447.72923
1734832800000,97060.0,96719.99,97236.18,96613.18,371.81103
1734836400000,96719.99,96994.37,97320.0,96549.37,606.61122
1734840000000,96994.37,96076.01,97071.97,96072.0,713.4718
1734843600000,96076.01,96156.19,96409.64,95890.28,1122.09453
1734847200000,96156.19,96739.99,96749.99,96112.0,591.16867
1734850800000,96740.0,96210.24,96847.99,96080.0,554.68137
1734854400000,96210.25,96534.5,96689.55,96196.85,503.87812
1734858000000,96534.51,96940.27,97256.02,96333.5,777.26357
1734861600000,96940.27,97009.03,97351.57,96852.0,522.54613
1734865200000,97009.03,97101.28,97334.25,96988.0,381.30098
1734868800000,97101.29,96987.61,97300.0,96836.36,442.59499
1734872400000,96987.61,96976.0,97250.0,96850.0,512.0706
1734876000000,96976.0,95363.44,97044.02,95254.77,2055.07585
1734879600000,95363.44,95377.72,95660.8,95109.13,1435.1653
1734883200000,95377.71,95715.09,95888.09,95200.0,972.83507
1734886800000,95715.09,95612.19,95854.54,95457.62,554.90428
1734890400000,95612.18,95955.22,96444.45,95371.96,987.27141
1734894000000,95955.23,94836.55,96152.0,94700.0,1395.29769
1734897600000,94836.55,95592.49,95624.0,94424.0,1089.42566
1734901200000,95592.49,95203.11,95740.0,95069.03,734.29415
1734904800000,95203.1,95547.41,95640.0,94250.35,1382.4143
1734908400000,95547.42,95186.27,95824.0,95024.0,777.54805
1734912000000,95186.28,94390.84,95410.77,94333.33,1150.62099
1734915600000,94390.83,94449.99,95130.01,93771.37,1808.05684
1734919200000,94450.0,94723.96,94786.45,93700.42,1620.88771
1734922800000,94723.96,96025.15,96043.99,94610.76,1448.87686
1734926400000,96025.15,95832.03,96509.98,95644.0,912.1742
1734930000000,95832.02,95608.02,95961.53,95352.21,1320.33706
1734933600000,95608.01,94824.83,95650.76,94705.07,941.38747
1734937200000,94824.83,95404.01,95579.62,94824.83,745.23607
1734940800000,95404.01,95503.87,95554.88,95036.77,612.57094
1734944400000,95503.87,96013.72,96167.98,95493.22,893.03527
1734948000000,96013.72,96392.39,96445.17,95962.26,943.52748
1734951600000,96392.4,95932.42,96538.92,95819.79,571.71903
1734955200000,95932.41,96305.0,96423.0,95864.8,862.92265
1734958800000,96305.0,94924.34,96350.0,94832.93,1162.5376
1734962400000,94924.35,94389.67,95621.54,93700.01,3351.51629
1734966000000,94389.67,93250.37,94430.89,93107.52,2940.01344
1734969600000,93250.38,93980.61,94260.0,92928.82,2356.01885
1734973200000,93980.61,93364.26,94135.47,93206.79,1328.46895
1734976800000,93364.26,92758.55,93747.66,92690.0,1297.92664
1734980400000,92758.54,93044.79,93710.03,92702.0,1253.88219
1734984000000,93044.79,93186.34,93530.01,92520.0,1794.60092
1734987600000,93186.34,93964.01,94305.61,93181.83,1407.12075
1734991200000,93964.01,95191.81,95191.81,93911.5,1019.60575
1734994800000,95191.8,94881.47,95509.09,94683.81,1067.72308
1734998400000,94881.47,94550.22,94881.47,94131.11,955.84079
1735002000000,94550.23,94123.43,94672.0,94036.0,567.58156
1735005600000,94123.43,93961.45,94320.0,93569.02,879.60295
1735009200000,93961.45,94348.75,94400.0,93810.02,732.7987
1735012800000,94348.75,94412.3,94416.0,94052.7,546.31234
1735016400000,94412.3,94606.06,94653.45,94311.55,412.67676
1735020000000,94606.06,93918.99,94606.07,93830.47,591.5778
1735023600000,93918.99,94233.19,94313.61,93810.45,448.92608
1735027200000,94233.2,94495.77,94635.7,94125.42,633.45604
1735030800000,94495.77,94068.01,94530.42,93952.0,446.78916
1735034400000,94068.01,93972.01,94194.07,93840.0,389.62902
1735038000000,93972.01,94398.6,94425.7,93934.69,466.22641
1735041600000,94398.6,94304.32,94410.39,94075.1,421.20785
1735045200000,94305.84,96085.02,96094.0,94289.24,1620.10206
1735048800000,96085.02,97465.06,97498.64,95864.5,2637.73752
1735052400000,97465.06,98300.0,98300.0,97235.55,2291.31734
1735056000000,98299.99,98496.23,98666.0,97964.0,2172.24903
1735059600000,98496.23,98797.47,99030.72,98325.78,1789.42098
1735063200000,98797.47,98618.66,99487.99,98418.16,1479.28279
1735066800000,98618.66,97581.09,98743.52,97546.57,1005.96025
1735070400000,97581.1,97298.01,98056.27,97250.0,1248.65596
1735074000000,97298.02,98397.96,98462.28,97277.9,791.97528
1735077600000,98397.95,98777.11,99068.9,98355.43,751.43045
1735081200000,98777.1,98663.58,99019.1,98492.67,393.46776
1735084800000,98663.58,98418.42,98878.44,98393.6,715.4247
1735088400000,98418.42,97983.18,98597.6,97901.08,598.005
1735092000000,97983.17,98131.07,98353.99,97725.27,593.82651
1735095600000,98131.07,98029.48,98280.02,97930.53,439.76979
1735099200000,98029.49,98236.01,98354.39,97875.91,336.98364
1735102800000,98236.01,98279.28,98360.65,98159.09,255.48309
1735106400000,98279.28,97884.38,98581.9,97844.18,454.7094
1735110000000,97884.39,98084.33,98366.79,97873.49,407.46219
1735113600000,98084.33,98069.71,98271.76,97926.99,389.9017
1735117200000,98069.72,98189.54,98265.07,98007.69,332.61032
1735120800000,98189.55,98457.0,99349.31,98145.75,1287.95699
1735124400000,98456.99,97907.61,98866.77,97773.83,1015.89784
1735128000000,97907.61,98176.03,98610.11,97632.02,1309.0598
1735131600000,98176.02,98462.56,98609.89,98131.85,455.54429
1735135200000,98462.57,98710.0,98832.89,98257.32,550.83181
1735138800000,98710.0,98519.98,98724.0,98202.43,527.91917
1735142400000,98519.99,98425.51,98696.4,98134.4,508.99836
1735146000000,98425.5,98570.82,98659.0,98185.21,344.11537
1735149600000,98570.82,98756.26,98978.18,98544.22,567.60019
1735153200000,98756.26,99018.52,99299.99,98734.66,674.13162
1735156800000,99018.52,99144.62,99400.0,98870.95,542.46107
1735160400000,99144.62,98506.36,99555.0,98384.61,873.33545
1735164000000,98506.37,98811.16,99100.0,98434.78,466.6863
1735167600000,98811.16,99429.6,99569.15,98811.16,825.4505
1735171200000,99429.61,99028.66,99963.7,98955.77,1112.66226
1735174800000,99028.66,99057.01,99250.0,98590.0,842.68396
1735178400000,99057.02,98750.34,99194.21,98468.26,755.75962
1735182000000,98750.34,98995.17,99167.12,98576.77,627.92857
1735185600000,98995.18,98300.0,98995.18,98255.0,629.92754
1735189200000,98300.0,98375.01,98460.0,98076.58,634.59553
1735192800000,98375.01,98121.2,98484.0,98023.1,471.41543
1735196400000,98121.21,97719.99,98292.0,97711.17,802.99524
1735200000000,97719.99,95878.56,97772.13,95616.18,3318.24181
1735203600000,95878.56,95439.25,95978.52,95420.26,1084.30994
1735207200000,95439.4,95500.02,95777.4,95199.14,836.54692
1735210800000,95500.02,95695.81,96035.5,95469.53,817.15898
1735214400000,95695.81,95680.71,95880.6,95462.57,526.11877
1735218000000,95680.71,95704.44,95772.9,95288.0,919.98638
1735221600000,95704.45,95449.36,96280.25,95234.93,1656.27872
1735225200000,95449.36,96042.88,96216.91,95270.0,1165.18448
1735228800000,96042.89,96519.47,96621.95,95816.86,1018.76508
1735232400000,96519.47,95824.27,96547.99,95680.0,772.56303
1735236000000,95824.27,95743.44,95986.4,95458.66,530.9501
1735239600000,95743.44,96102.25,96198.58,95444.44,569.90971
1735243200000,96102.24,95589.6,96114.46,95400.0,630.68028
1735246800000,95589.6,95812.63,95933.74,95302.0,597.64881
1735250400000,95812.63,95821.92,95963.86,95625.0,326.30061
1735254000000,95821.92,95791.6,95887.99,95372.32,543.7555
1735257600000,95791.6,95794.56,95930.39,95401.03,627.70553
1735261200000,95794.55,95917.03,96250.0,95575.07,726.33893
1735264800000,95917.02,96073.77,96443.68,95718.75,973.05088
1735268400000,96073.77,96417.84,96443.0,95982.51,608.14876
1735272000000,96417.84,96300.0,96595.98,96229.39,892.67108
1735275600000,96300.01,96238.89,96333.77,96001.0,623.74969
1735279200000,96238.89,96594.16,96594.44,96107.28,389.55148
1735282800000,96594.17,95104.76,96604.24,94646.03,2694.55677
1735286400000,95104.76,95724.02,96395.0,95104.76,1419.07808
1735290000000,95724.01,96774.13,97544.58,95674.0,2345.4349
1735293600000,96774.14,96605.46,97029.25,96195.2,732.07575
1735297200000,96605.46,96952.38,96953.71,96377.77,466.91984
1735300800000,96952.38,96686.75,97035.8,96617.64,616.98763
1735304400000,96686.74,96407.99,96686.74,96229.66,791.8893
1735308000000,96407.99,95691.99,96480.0,95161.17,1516.74425
1735311600000,95692.0,94573.75,95718.13,94011.11,3500.11218
1735315200000,94573.75,94165.92,94996.16,94101.02,1635.42881
1735318800000,94165.92,94291.3,94354.82,93500.01,2312.03777
1735322400000,94291.3,94566.06,94770.15,94212.3,756.45526
1735326000000,94566.05,94750.0,94810.07,94252.0,575.05533
1735329600000,94750.11,94588.12,94778.43,94313.82,742.35545
1735333200000,94588.12,94526.07,94823.09,94379.35,397.53728
1735336800000,94526.07,94437.75,94674.5,94200.0,459.69514
1735340400000,94437.75,94299.03,94526.09,94100.6,697.6842
1735344000000,94299.03,94398.75,94544.35,94243.32,435.25082
1735347600000,94398.75,94556.93,94615.24,94135.66,377.17171
1735351200000,94556.92,94338.0,94619.0,94276.01,288.78768
1735354800000,94338.0,94594.91,94720.0,94335.88,240.31584
1735358400000,94594.91,94524.0,94643.87,94511.71,185.04174
1735362000000,94524.0,94625.64,94800.0,94523.99,245.8186
1735365600000,94625.64,94466.49,94724.88,94405.28,304.41114
1735369200000,94466.49,94381.99,94634.25,94307.0,235.91255
1735372800000,94381.98,94488.01,94539.43,94312.67,189.15654
1735376400000,94488.01,94589.27,94692.3,94488.01,281.34727
1735380000000,94589.28,94619.99,94716.06,94502.21,276.54014
1735383600000,94620.0,94754.83,94883.0,94600.0,316.63364
1735387200000,94754.83,94599.57,94880.0,94577.66,294.25135
1735390800000,94599.56,94665.94,94761.33,94496.73,394.23476
1735394400000,94665.29,94583.99,95340.36,94411.76,905.83186
1735398000000,94583.99,94447.29,94819.57,94375.8,418.82501
1735401600000,94447.28,94874.89,94923.06,94389.45,556.98186
1735405200000,94874.89,95022.57,95245.24,94810.51,570.88991
1735408800000,95022.58,94837.31,95100.0,94715.16,305.64776
1735412400000,94837.31,95027.76,95138.05,94837.3,265.45992
1735416000000,95027.75,95083.05,95151.13,94878.26,193.31417
1735419600000,95083.05,95171.67,95223.72,94968.86,208.89259
1735423200000,95171.67,95326.4,95733.99,95047.11,556.46419
1735426800000,95326.4,95300.0,95408.9,95112.43,338.71185
1735430400000,95300.0,95148.49,95340.0,95042.6,283.78071
1735434000000,95148.49,94857.65,95210.22,94808.0,316.3733
1735437600000,94857.66,95154.5,95211.88,94851.25,237.18289
1735441200000,95154.5,95172.4,95221.69,94978.33,215.77474
1735444800000,95172.41,95126.39,95283.99,95063.4,211.832
1735448400000,95126.39,95118.89,95199.97,95071.21,135.90901
1735452000000,95118.89,95181.7,95212.0,94971.44,270.97676
1735455600000,95181.7,95272.04,95272.05,95076.68,257.21309
1735459200000,95272.05,95123.33,95315.5,95078.5,184.58621
1735462800000,95123.33,95190.49,95211.41,95048.3,175.08412
1735466400000,95190.5,95167.83,95278.85,95102.76,284.07406
1735470000000,95167.83,95032.57,95183.61,95010.0,144.75849
1735473600000,95032.58,94907.89,95130.24,94900.82,264.05508
1735477200000,94907.88,94928.2,95015.18,94800.0,484.06443
1735480800000,94928.2,94623.67,95231.58,94010.0,1574.50585
1735484400000,94623.68,94511.12,94794.79,94404.9,558.58884
1735488000000,94511.11,93900.01,94578.89,93600.0,1573.86589
1735491600000,93900.01,93945.01,94117.5,93800.37,611.15623
1735495200000,93945.0,93652.0,93945.01,93600.0,863.75577
1735498800000,93652.0,93612.89,93880.0,93367.52,991.70232
1735502400000,93612.89,93858.55,93880.0,93345.0,721.84653
1735506000000,93858.55,93352.65,93949.52,93121.0,1034.06452
1735509600000,93352.65,93135.32,93770.41,93087.97,1143.65741
1735513200000,93135.32,93738.2,93871.02,93009.52,1037.19753
1735516800000,93738.19,93583.96,93908.24,93500.0,575.76998
1735520400000,93583.96,93948.42,94274.29,93368.93,1152.47209
1735524000000,93948.41,93906.41,93973.61,93413.72,767.45195
